first_seen	node_name	fuse_first	n_ids_first	rows
698	attn_gated-27.dst	1	4	4
699	attn_output-27.dst	1	4	4
700	attn_residual-27.dst	1	4	4
701	ffn_moe_gate-27.dst	1	4	4
702	ffn_moe_up-27.dst	1	4	4
703	ffn_gate-27.dst	1	4	4
704	ffn_up-27.dst	1	4	4
705	shared_expert_gate-27.dst	1	2	4
706	ffn_moe_down-27.dst	1	4	4
707	ffn_shexp-27.dst	1	4	4
708	ffn_shexp_gated-27.dst	1	4	4
709	ffn_moe_weights_norm-27.dst	1	4	4
710	ffn_moe_weighted-27.dst	1	4	4
711	ffn_moe_out-27.dst	7	4	4
712	l_out-27.dst	2	4	4
713	attn_norm-28.dst	2	4	4
714	node_2701.dst	1	4	4
715	node_2722.dst	1	4	4
716	node_2728.dst	1	4	4
717	node_2724.dst	1	4	4
718	gate-28.dst	1	4	4
719	z-28.dst	1	4	4
720	attn_residual-28.dst	1	4	4
721	attn_post_norm-28.dst	2	4	4
722	node_2738.dst	1	4	4
723	node_2742.dst	1	4	4
724	linear_attn_out-28.dst	1	4	4
725	ffn_moe_logits_raw-28.dst	1	4	4
726	norm-28.dst	1	4	4
727	ffn_moe_gate-28.dst	1	4	4
728	ffn_moe_up-28.dst	1	4	4
729	ffn_gate-28.dst	1	4	4
730	ffn_up-28.dst	1	4	4
731	shared_expert_gate-28.dst	1	2	4
732	ffn_moe_down-28.dst	1	4	4
733	ffn_shexp-28.dst	1	4	4
734	ffn_shexp_gated-28.dst	1	4	4
735	ffn_moe_weights_norm-28.dst	1	4	4
736	ffn_moe_weighted-28.dst	1	4	4
737	ffn_moe_out-28.dst	7	4	4
738	l_out-28.dst	2	4	4
739	attn_norm-29.dst	2	4	4
740	node_2800.dst	1	4	4
741	node_2821.dst	1	4	4
742	node_2827.dst	1	4	4
743	node_2823.dst	1	4	4
744	z-29.dst	1	4	4
745	gate-29.dst	1	4	4
746	norm-29.dst	1	4	4
747	node_2837.dst	1	4	4
748	node_2841.dst	1	4	4
749	linear_attn_out-29.dst	1	4	4
750	attn_residual-29.dst	1	4	4
751	attn_post_norm-29.dst	2	4	4
752	ffn_moe_logits_raw-29.dst	1	4	4
753	ffn_moe_gate-29.dst	1	4	4
754	ffn_moe_up-29.dst	1	4	4
755	ffn_gate-29.dst	1	4	4
756	ffn_up-29.dst	1	4	4
757	shared_expert_gate-29.dst	1	2	4
758	ffn_moe_down-29.dst	1	4	4
759	ffn_shexp-29.dst	1	4	4
760	ffn_shexp_gated-29.dst	1	4	4
761	ffn_moe_weights_norm-29.dst	1	4	4
762	ffn_moe_weighted-29.dst	1	4	4
763	ffn_moe_out-29.dst	7	4	4
764	l_out-29.dst	2	4	4
765	attn_norm-30.dst	2	4	4
766	node_2899.dst	1	4	4
767	node_2920.dst	1	4	4
768	node_2926.dst	1	4	4
769	node_2922.dst	1	4	4
770	gate-30.dst	1	4	4
771	norm-30.dst	1	4	4
772	node_2936.dst	1	4	4
773	z-30.dst	1	4	4
774	node_2940.dst	1	4	4
775	linear_attn_out-30.dst	1	4	4
776	attn_residual-30.dst	1	4	4
777	attn_post_norm-30.dst	2	4	4
778	ffn_moe_logits_raw-30.dst	1	4	4
779	ffn_moe_gate-30.dst	1	4	4
780	ffn_moe_up-30.dst	1	4	4
781	ffn_gate-30.dst	1	4	4
782	ffn_up-30.dst	1	4	4
783	shared_expert_gate-30.dst	1	2	4
784	ffn_moe_down-30.dst	1	4	4
785	ffn_shexp-30.dst	1	4	4
786	ffn_shexp_gated-30.dst	1	4	4
787	ffn_moe_weights_norm-30.dst	1	4	4
788	ffn_moe_weighted-30.dst	1	4	4
789	ffn_moe_out-30.dst	7	4	4
790	l_out-30.dst	2	4	4
791	attn_norm-31.dst	2	4	4
792	Qcur_full-31.dst	1	4	4
793	Vcur-31.dst	1	4	4
794	Kcur-31.dst	1	4	4
795	Qcur_normed-31.dst	2	4	4
796	Kcur_normed-31.dst	2	4	4
797	node_3021.dst	1	4	4
798	attn_gated-31.dst	1	4	4
799	attn_output-31.dst	1	4	4
800	attn_residual-31.dst	1	4	4
801	attn_post_norm-31.dst	2	4	4
802	ffn_moe_logits_raw-31.dst	1	4	4
803	ffn_moe_gate-31.dst	1	4	4
804	ffn_moe_up-31.dst	1	4	4
805	ffn_gate-31.dst	1	4	4
806	ffn_up-31.dst	1	4	4
807	shared_expert_gate-31.dst	1	2	4
808	ffn_moe_down-31.dst	1	4	4
809	ffn_shexp-31.dst	1	4	4
810	ffn_shexp_gated-31.dst	1	4	4
811	ffn_moe_weights_norm-31.dst	1	4	4
812	ffn_moe_weighted-31.dst	1	4	4
813	ffn_moe_out-31.dst	7	4	4
814	l_out-31.dst	2	4	4
815	attn_norm-32.dst	2	4	4
816	node_3085.dst	1	4	4
817	node_3106.dst	1	4	4
818	node_3112.dst	1	4	4
819	node_3108.dst	1	4	4
820	z-32.dst	1	4	4
821	norm-32.dst	1	4	4
822	gate-32.dst	1	4	4
823	attn_residual-32.dst	1	4	4
824	attn_post_norm-32.dst	2	4	4
825	ffn_moe_logits_raw-32.dst	1	4	4
826	node_3122.dst	1	4	4
827	node_3126.dst	1	4	4
828	linear_attn_out-32.dst	1	4	4
829	ffn_moe_gate-32.dst	1	4	4
830	ffn_moe_up-32.dst	1	4	4
831	ffn_gate-32.dst	1	4	4
832	ffn_up-32.dst	1	4	4
833	shared_expert_gate-32.dst	1	2	4
834	ffn_moe_down-32.dst	1	4	4
835	ffn_shexp-32.dst	1	4	4
836	ffn_shexp_gated-32.dst	1	4	4
837	ffn_moe_weights_norm-32.dst	1	4	4
838	ffn_moe_weighted-32.dst	1	4	4
839	ffn_moe_out-32.dst	7	4	4
840	l_out-32.dst	2	4	4
841	attn_norm-33.dst	2	4	4
842	node_3184.dst	1	4	4
843	node_3205.dst	1	4	4
844	node_3211.dst	1	4	4
845	node_3207.dst	1	4	4
846	gate-33.dst	1	4	4
847	z-33.dst	1	4	4
848	norm-33.dst	1	4	4
849	node_3221.dst	1	4	4
850	node_3225.dst	1	4	4
851	linear_attn_out-33.dst	1	4	4
852	attn_residual-33.dst	1	4	4
853	attn_post_norm-33.dst	2	4	4
854	ffn_moe_logits_raw-33.dst	1	4	4
855	ffn_moe_gate-33.dst	1	4	4
856	ffn_moe_up-33.dst	1	4	4
857	ffn_gate-33.dst	1	4	4
858	ffn_up-33.dst	1	4	4
859	shared_expert_gate-33.dst	1	2	4
860	ffn_moe_down-33.dst	1	4	4
861	ffn_shexp-33.dst	1	4	4
862	ffn_shexp_gated-33.dst	1	4	4
863	ffn_moe_weights_norm-33.dst	1	4	4
864	ffn_moe_weighted-33.dst	1	4	4
865	ffn_moe_out-33.dst	7	4	4
866	l_out-33.dst	2	4	4
867	attn_norm-34.dst	2	4	4
868	node_3283.dst	1	4	4
869	node_3304.dst	1	4	4
870	node_3310.dst	1	4	4
871	node_3306.dst	1	4	4
872	gate-34.dst	1	4	4
873	z-34.dst	1	4	4
874	node_3320.dst	1	4	4
875	norm-34.dst	1	4	4
876	node_3324.dst	1	4	4
877	linear_attn_out-34.dst	1	4	4
878	attn_residual-34.dst	1	4	4
879	attn_post_norm-34.dst	2	4	4
880	ffn_moe_logits_raw-34.dst	1	4	4
881	ffn_moe_gate-34.dst	1	4	4
882	ffn_moe_up-34.dst	1	4	4
883	ffn_gate-34.dst	1	4	4
884	ffn_up-34.dst	1	4	4
885	shared_expert_gate-34.dst	1	2	4
886	ffn_moe_down-34.dst	1	4	4
887	ffn_shexp-34.dst	1	4	4
888	ffn_shexp_gated-34.dst	1	4	4
889	ffn_moe_weights_norm-34.dst	1	4	4
890	ffn_moe_weighted-34.dst	1	4	4
891	ffn_moe_out-34.dst	7	4	4
892	l_out-34.dst	2	4	4
893	attn_norm-35.dst	2	4	4
894	Qcur_full-35.dst	1	4	4
895	Vcur-35.dst	1	4	4
896	Kcur-35.dst	1	4	4
897	Qcur_normed-35.dst	2	4	4
898	Kcur_normed-35.dst	2	4	4
899	attn_gated-35.dst	1	4	4
900	node_3405.dst	1	4	4
901	attn_output-35.dst	1	4	4
902	attn_residual-35.dst	1	4	4
903	attn_post_norm-35.dst	2	4	4
904	ffn_moe_logits_raw-35.dst	1	4	4
905	ffn_moe_gate-35.dst	1	4	4
906	ffn_moe_up-35.dst	1	4	4
907	ffn_gate-35.dst	1	4	4
908	ffn_up-35.dst	1	4	4
909	shared_expert_gate-35.dst	1	2	4
910	ffn_moe_down-35.dst	1	4	4
911	ffn_shexp-35.dst	1	4	4
912	ffn_shexp_gated-35.dst	1	4	4
913	ffn_moe_weights_norm-35.dst	1	4	4
914	ffn_moe_weighted-35.dst	1	4	4
915	ffn_moe_out-35.dst	7	4	4
916	l_out-35.dst	2	4	4
917	attn_norm-36.dst	2	4	4
918	node_3469.dst	1	4	4
919	node_3490.dst	1	4	4
920	node_3496.dst	1	4	4
921	node_3492.dst	1	4	4
922	gate-36.dst	1	4	4
923	norm-36.dst	1	4	4
924	node_3506.dst	1	4	4
925	node_3510.dst	1	4	4
926	linear_attn_out-36.dst	1	4	4
927	attn_residual-36.dst	1	4	4
928	attn_post_norm-36.dst	2	4	4
929	z-36.dst	1	4	4
930	ffn_moe_logits_raw-36.dst	1	4	4
931	ffn_moe_gate-36.dst	1	4	4
932	ffn_moe_up-36.dst	1	4	4
933	ffn_gate-36.dst	1	4	4
934	ffn_up-36.dst	1	4	4
935	shared_expert_gate-36.dst	1	2	4
936	ffn_moe_down-36.dst	1	4	4
937	ffn_shexp-36.dst	1	4	4
938	ffn_shexp_gated-36.dst	1	4	4
939	ffn_moe_weights_norm-36.dst	1	4	4
940	ffn_moe_weighted-36.dst	1	4	4
941	ffn_moe_out-36.dst	7	4	4
942	l_out-36.dst	2	4	4
943	attn_norm-37.dst	2	4	4
944	node_3568.dst	1	4	4
945	node_3589.dst	1	4	4
946	node_3595.dst	1	4	4
947	node_3591.dst	1	4	4
948	gate-37.dst	1	4	4
949	z-37.dst	1	4	4
950	norm-37.dst	1	4	4
951	attn_residual-37.dst	1	4	4
952	attn_post_norm-37.dst	2	4	4
953	ffn_moe_logits_raw-37.dst	1	4	4
954	node_3605.dst	1	4	4
955	node_3609.dst	1	4	4
956	linear_attn_out-37.dst	1	4	4
957	ffn_moe_gate-37.dst	1	4	4
958	ffn_moe_up-37.dst	1	4	4
959	ffn_gate-37.dst	1	4	4
960	ffn_up-37.dst	1	4	4
961	shared_expert_gate-37.dst	1	2	4
962	ffn_moe_down-37.dst	1	4	4
963	ffn_shexp-37.dst	1	4	4
964	ffn_shexp_gated-37.dst	1	4	4
965	ffn_moe_weights_norm-37.dst	1	4	4
966	ffn_moe_weighted-37.dst	1	4	4
967	ffn_moe_out-37.dst	7	4	4
968	l_out-37.dst	2	4	4
969	attn_norm-38.dst	2	4	4
970	node_3667.dst	1	4	4
971	node_3688.dst	1	4	4
972	node_3694.dst	1	4	4
973	node_3690.dst	1	4	4
974	gate-38.dst	1	4	4
975	z-38.dst	1	4	4
976	node_3704.dst	1	4	4
977	node_3708.dst	1	4	4
978	attn_residual-38.dst	1	4	4
979	linear_attn_out-38.dst	1	4	4
980	attn_post_norm-38.dst	2	4	4
981	ffn_moe_logits_raw-38.dst	1	4	4
982	norm-38.dst	1	4	4
983	ffn_moe_gate-38.dst	1	4	4
984	ffn_moe_up-38.dst	1	4	4
985	ffn_gate-38.dst	1	4	4
986	ffn_up-38.dst	1	4	4
987	shared_expert_gate-38.dst	1	2	4
988	ffn_moe_down-38.dst	1	4	4
989	ffn_shexp-38.dst	1	4	4
990	ffn_shexp_gated-38.dst	1	4	4
991	ffn_moe_weights_norm-38.dst	1	4	4
992	ffn_moe_weighted-38.dst	1	4	4
993	ffn_moe_out-38.dst	7	4	4
994	l_out-38.dst	2	4	4
995	attn_norm-39.dst	2	4	4
996	Qcur_full-39.dst	1	4	4
997	Vcur-39.dst	1	4	4
998	Kcur-39.dst	1	4	4
999	Qcur_normed-39.dst	2	4	4
1000	Kcur_normed-39.dst	2	4	4
1001	node_3789.dst	1	4	4
1002	attn_gated-39.dst	1	4	4
1003	attn_residual-39.dst	1	4	4
1004	attn_post_norm-39.dst	2	4	4
1005	attn_output-39.dst	1	4	4
1006	ffn_moe_logits_raw-39.dst	1	4	4
1007	ffn_moe_gate-39.dst	1	4	4
1008	ffn_moe_up-39.dst	1	4	4
1009	ffn_gate-39.dst	1	4	4
1010	ffn_up-39.dst	1	4	4
1011	shared_expert_gate-39.dst	1	2	4
1012	ffn_moe_down-39.dst	1	4	4
1013	ffn_shexp-39.dst	1	4	4
1014	ffn_shexp_gated-39.dst	1	4	4
1015	ffn_moe_weights_norm-39.dst	1	4	4
1016	ffn_moe_weighted-39.dst	1	4	4
1017	ffn_moe_out-39.dst	7	4	4
1018	l_out-39.dst	2	4	4
1019	h_nextn.dst	2	4	4
1020	result_output.dst	1	4	2
